service_event_id,vessel_id,service_date,service_type,subsystem,engine_hours,cost,performed_by,documentation_quality,created_at
svc_ab831f9a317b,ves_50852628ccb5,2018-10-01,inspection,HULL,40,414.46,owner,3,2018-10-01T00:00:00
svc_191b805899e7,ves_50852628ccb5,2013-10-10,impeller_change,ENGINE,220,414.09,owner,3,2013-10-10T00:00:00
svc_b0d15e2f206d,ves_50852628ccb5,2015-08-28,spring_commission,AUX,55,1351.64,yard,1,2015-08-28T00:00:00
svc_bc85a50a0eca,ves_1221656c5df8,2003-05-07,bottom_paint,HULL,720,781.19,unknown,3,2003-05-07T00:00:00
svc_114a2db80b91,ves_1221656c5df8,2013-03-20,spring_commission,AUX,675,800.22,yard,0,2013-03-20T00:00:00
svc_0ac42dc1cf62,ves_1221656c5df8,2024-08-21,bottom_paint,HULL,1010,803.8,dealer,2,2024-08-21T00:00:00
svc_8aa2b9263b17,ves_1221656c5df8,2005-12-25,battery_replace,ELECTRICAL,1602,1106.48,unknown,2,2005-12-25T00:00:00
svc_38dc776a051b,ves_1221656c5df8,2005-09-27,oil_change,ENGINE,354,202.16,yard,2,2005-09-27T00:00:00
svc_6705c07406dd,ves_1221656c5df8,2020-05-11,oil_change,ENGINE,284,647.1,dealer,0,2020-05-11T00:00:00
svc_1429b406059b,ves_1221656c5df8,2000-03-12,battery_replace,ELECTRICAL,1248,1432.31,dealer,1,2000-03-12T00:00:00
svc_974f92dcded0,ves_1221656c5df8,2001-06-14,spring_commission,AUX,480,985.3,yard,1,2001-06-14T00:00:00
svc_759f77896037,ves_1221656c5df8,2007-01-17,inspection,HULL,293,322.58,unknown,1,2007-01-17T00:00:00
svc_5d380f45c7a9,ves_76312f84f468,2023-01-10,oil_change,ENGINE,26,491.64,unknown,2,2023-01-10T00:00:00
svc_8455c59d3474,ves_76312f84f468,2017-09-10,bottom_paint,HULL,131,1836.67,owner,2,2017-09-10T00:00:00
svc_598f29e33f27,ves_427714fce32f,2019-05-05,inspection,HULL,1064,640.57,dealer,0,2019-05-05T00:00:00
svc_9d19543405b4,ves_427714fce32f,2020-12-04,inspection,HULL,1611,867.4,owner,2,2020-12-04T00:00:00
svc_9814ba9cac4a,ves_427714fce32f,2021-11-17,bottom_paint,HULL,1019,1041.43,dealer,3,2021-11-17T00:00:00
svc_8fd2a1bdf357,ves_427714fce32f,2014-04-01,impeller_change,ENGINE,1719,549.06,dealer,3,2014-04-01T00:00:00
svc_8225286e3c57,ves_427714fce32f,2000-03-01,spring_commission,AUX,1133,767.36,unknown,2,2000-03-01T00:00:00
svc_0f06245196ed,ves_427714fce32f,2016-07-26,winterize,AUX,1583,624.8,yard,0,2016-07-26T00:00:00
svc_5b45a1cde692,ves_427714fce32f,2019-08-24,winterize,AUX,567,368.1,unknown,3,2019-08-24T00:00:00
svc_2f746bb60376,ves_427714fce32f,2010-08-11,oil_change,ENGINE,1012,324.37,dealer,1,2010-08-11T00:00:00
svc_e255f3e781a6,ves_872230765a8d,2019-06-13,impeller_change,ENGINE,140,617.31,yard,3,2019-06-13T00:00:00
svc_2d1516806271,ves_872230765a8d,2022-10-23,impeller_change,ENGINE,197,431.11,owner,3,2022-10-23T00:00:00
svc_3888c4f0891e,ves_872230765a8d,2018-06-11,impeller_change,ENGINE,43,656.54,yard,1,2018-06-11T00:00:00
svc_8f947a4bf46a,ves_872230765a8d,2024-05-27,battery_replace,ELECTRICAL,186,1293.42,dealer,2,2024-05-27T00:00:00
svc_7d4e72bb1f16,ves_b3b5d41ebeb2,2026-09-24,impeller_change,ENGINE,207,298.82,yard,3,2026-09-24T00:00:00
svc_e32be2fb4fd2,ves_b3b5d41ebeb2,2025-06-12,impeller_change,ENGINE,191,554.28,yard,3,2025-06-12T00:00:00
svc_70412952491c,ves_754ea39858fa,2002-02-02,bottom_paint,HULL,1764,1232.25,dealer,2,2002-02-02T00:00:00
svc_e86b57222cfc,ves_754ea39858fa,2019-05-23,oil_change,ENGINE,2747,286.8,owner,2,2019-05-23T00:00:00
svc_6f074151ac33,ves_754ea39858fa,2005-08-13,inspection,HULL,798,872.2,yard,3,2005-08-13T00:00:00
svc_13ae145a71a8,ves_754ea39858fa,2024-07-03,spring_commission,AUX,960,715.91,owner,3,2024-07-03T00:00:00
svc_2ff6b1d8d08d,ves_754ea39858fa,2023-09-02,inspection,HULL,1948,798.63,yard,3,2023-09-02T00:00:00
svc_00a590d37af5,ves_754ea39858fa,2024-11-11,oil_change,ENGINE,438,368.49,owner,2,2024-11-11T00:00:00
svc_aa1a27bcbfaf,ves_754ea39858fa,2019-04-15,impeller_change,ENGINE,380,572.84,yard,3,2019-04-15T00:00:00
svc_637ba373a77c,ves_754ea39858fa,2000-06-02,battery_replace,ELECTRICAL,2819,752.2,yard,0,2000-06-02T00:00:00
svc_9cefc304b2ac,ves_754ea39858fa,2002-10-12,oil_change,ENGINE,2674,527.27,yard,2,2002-10-12T00:00:00
svc_fe4605074f30,ves_754ea39858fa,2007-06-05,oil_change,ENGINE,1271,558.58,dealer,3,2007-06-05T00:00:00
svc_eb5da402470e,ves_754ea39858fa,2003-04-08,oil_change,ENGINE,1242,578.88,dealer,3,2003-04-08T00:00:00
svc_d1cb2d4f1097,ves_754ea39858fa,2018-03-03,battery_replace,ELECTRICAL,629,528.62,dealer,1,2018-03-03T00:00:00
svc_fa41b734f2f3,ves_754ea39858fa,2004-09-10,spring_commission,AUX,2896,1279.74,dealer,1,2004-09-10T00:00:00
svc_82dce5d51098,ves_754ea39858fa,2019-12-11,impeller_change,ENGINE,693,446.23,owner,2,2019-12-11T00:00:00
svc_40aa49e2c4b6,ves_754ea39858fa,2017-05-22,battery_replace,ELECTRICAL,3132,1008.63,unknown,0,2017-05-22T00:00:00
svc_3162faf6a798,ves_dc65da7f9a11,2026-05-16,winterize,AUX,1242,1674.84,yard,3,2026-05-16T00:00:00
svc_cbfc1f512b79,ves_dc65da7f9a11,2018-12-28,impeller_change,ENGINE,1711,306.5,yard,0,2018-12-28T00:00:00
svc_d44cb5f9f55d,ves_dc65da7f9a11,2014-03-27,inspection,HULL,955,522.42,yard,2,2014-03-27T00:00:00
svc_6b59f8b385af,ves_dc65da7f9a11,2017-09-11,battery_replace,ELECTRICAL,2148,1042.39,dealer,3,2017-09-11T00:00:00
svc_920f518f53ad,ves_dc65da7f9a11,2026-02-13,winterize,AUX,324,980.64,dealer,2,2026-02-13T00:00:00
svc_c37e7a66f15a,ves_048ed2bd10e3,2013-04-28,battery_replace,ELECTRICAL,759,1423.66,yard,1,2013-04-28T00:00:00
svc_c24df36f5d6f,ves_048ed2bd10e3,2013-08-23,oil_change,ENGINE,1206,323.95,dealer,3,2013-08-23T00:00:00
svc_65e634da5144,ves_048ed2bd10e3,2024-08-17,winterize,AUX,1958,1440.67,yard,2,2024-08-17T00:00:00
svc_f460d1a5fd6f,ves_048ed2bd10e3,2024-03-24,oil_change,ENGINE,1773,456.98,dealer,0,2024-03-24T00:00:00
svc_3c453b291c03,ves_048ed2bd10e3,2006-08-17,impeller_change,ENGINE,1733,608.76,dealer,1,2006-08-17T00:00:00
svc_9f3a4d6c304f,ves_048ed2bd10e3,2001-05-25,inspection,HULL,1548,768.81,unknown,1,2001-05-25T00:00:00
svc_9254b49346fd,ves_048ed2bd10e3,2007-11-28,impeller_change,ENGINE,2469,495.84,yard,1,2007-11-28T00:00:00
svc_91ed756e3fd8,ves_a41765e23690,2014-05-26,oil_change,ENGINE,271,522.55,owner,2,2014-05-26T00:00:00
svc_b6f200f31222,ves_a41765e23690,2017-10-20,oil_change,ENGINE,409,329.91,dealer,2,2017-10-20T00:00:00
svc_272cead191b4,ves_a41765e23690,2009-03-27,impeller_change,ENGINE,240,243.72,dealer,1,2009-03-27T00:00:00
svc_b6a4635c59d1,ves_a41765e23690,2008-04-17,winterize,AUX,504,682.25,dealer,3,2008-04-17T00:00:00
svc_78507c12e08c,ves_a41765e23690,2012-02-07,oil_change,ENGINE,540,487.68,dealer,3,2012-02-07T00:00:00
svc_d15cdfe5f63b,ves_a41765e23690,2004-06-13,oil_change,ENGINE,434,609.02,owner,2,2004-06-13T00:00:00
svc_f0b6cb83aaed,ves_a41765e23690,2017-12-01,oil_change,ENGINE,625,504.66,yard,2,2017-12-01T00:00:00
svc_8970f6957238,ves_e19818b51c5e,2006-10-07,impeller_change,ENGINE,2168,303.55,yard,2,2006-10-07T00:00:00
svc_56d24377a99d,ves_e19818b51c5e,2012-12-11,inspection,HULL,900,324.3,dealer,3,2012-12-11T00:00:00
svc_052d140546f9,ves_e19818b51c5e,2005-05-26,winterize,AUX,1281,1660.36,yard,0,2005-05-26T00:00:00
svc_d9b7b16b7e5d,ves_e19818b51c5e,2022-10-21,oil_change,ENGINE,671,350.03,owner,3,2022-10-21T00:00:00
svc_66530f45601e,ves_e19818b51c5e,2010-06-21,spring_commission,AUX,888,1051.58,yard,0,2010-06-21T00:00:00
svc_7e6e3bd69b51,ves_e19818b51c5e,2006-08-20,oil_change,ENGINE,4141,199.91,yard,2,2006-08-20T00:00:00
svc_bb801b2123f0,ves_e19818b51c5e,2020-04-15,oil_change,ENGINE,4172,524.6,owner,3,2020-04-15T00:00:00
svc_50d7206f6328,ves_e19818b51c5e,2006-03-20,winterize,AUX,1944,1432.76,owner,0,2006-03-20T00:00:00
svc_5faf9e150ba4,ves_e19818b51c5e,2012-03-21,impeller_change,ENGINE,3591,637.53,dealer,2,2012-03-21T00:00:00
svc_bff17d167b48,ves_e19818b51c5e,2020-12-27,spring_commission,AUX,1802,256.5,dealer,2,2020-12-27T00:00:00
svc_0033cc1a639e,ves_e19818b51c5e,2024-07-06,inspection,HULL,897,250.76,owner,2,2024-07-06T00:00:00
svc_5ab20dfe7474,ves_4489205afd0c,2021-08-08,spring_commission,AUX,244,760.53,yard,0,2021-08-08T00:00:00
svc_f5f3734c4c07,ves_4489205afd0c,2026-01-05,bottom_paint,HULL,118,769.05,yard,1,2026-01-05T00:00:00
svc_131b1164351a,ves_4489205afd0c,2010-09-06,inspection,HULL,504,875.51,yard,1,2010-09-06T00:00:00
svc_72df1f6a3fef,ves_4489205afd0c,2008-04-19,winterize,AUX,728,741.24,yard,3,2008-04-19T00:00:00
svc_6c13f6bbf085,ves_6056afa6bcce,2023-03-09,battery_replace,ELECTRICAL,436,1373.43,yard,0,2023-03-09T00:00:00
svc_dad082be7277,ves_6056afa6bcce,2023-09-02,winterize,AUX,679,1326.33,dealer,1,2023-09-02T00:00:00
svc_d897d9fbd151,ves_6056afa6bcce,2016-09-03,inspection,HULL,364,689.46,owner,2,2016-09-03T00:00:00
svc_c7a5df663c29,ves_6056afa6bcce,2003-06-01,impeller_change,ENGINE,230,350.25,yard,1,2003-06-01T00:00:00
svc_7901c50869fa,ves_858dd7bba5bf,2011-04-03,impeller_change,ENGINE,4583,533.59,owner,3,2011-04-03T00:00:00
svc_f30a7812c6c5,ves_858dd7bba5bf,2014-11-11,inspection,HULL,5026,496.86,dealer,1,2014-11-11T00:00:00
svc_d9017f6d7b9e,ves_858dd7bba5bf,2018-06-04,impeller_change,ENGINE,2258,610.65,dealer,1,2018-06-04T00:00:00
svc_29fe59c6d45d,ves_858dd7bba5bf,2000-11-03,battery_replace,ELECTRICAL,2782,1368.94,yard,3,2000-11-03T00:00:00
svc_b51cd4929601,ves_858dd7bba5bf,2008-09-18,winterize,AUX,2191,632.65,yard,1,2008-09-18T00:00:00
svc_1c40928c608d,ves_858dd7bba5bf,2002-07-09,inspection,HULL,1007,403.23,unknown,2,2002-07-09T00:00:00
svc_4843cf553b16,ves_858dd7bba5bf,2022-11-08,impeller_change,ENGINE,4565,352.44,dealer,3,2022-11-08T00:00:00
svc_2fb290134ba8,ves_858dd7bba5bf,2022-12-10,oil_change,ENGINE,4354,535.66,yard,3,2022-12-10T00:00:00
svc_36588710ba19,ves_858dd7bba5bf,2000-08-19,winterize,AUX,783,1020.31,dealer,2,2000-08-19T00:00:00
svc_19c7bb9ef772,ves_858dd7bba5bf,2018-10-20,bottom_paint,HULL,1137,827.41,yard,2,2018-10-20T00:00:00
svc_d169b779f81c,ves_7d391cb7f682,2019-04-11,winterize,AUX,1561,1367.03,owner,0,2019-04-11T00:00:00
svc_a80af18d557e,ves_7d391cb7f682,2009-09-05,battery_replace,ELECTRICAL,1940,623.92,unknown,2,2009-09-05T00:00:00
svc_5e542939eb0f,ves_7d391cb7f682,2024-09-09,oil_change,ENGINE,612,261.06,yard,1,2024-09-09T00:00:00
svc_5572886a1ace,ves_7d391cb7f682,2013-12-19,bottom_paint,HULL,1545,844.7,yard,2,2013-12-19T00:00:00
svc_2c12b5bbcb59,ves_e64d5b6118cf,2026-01-16,spring_commission,AUX,112,836.83,owner,3,2026-01-16T00:00:00
svc_844cb6913698,ves_e64d5b6118cf,2024-02-15,oil_change,ENGINE,111,334.67,yard,2,2024-02-15T00:00:00
svc_8a57f61b859f,ves_f7cad92274a5,2017-01-17,spring_commission,AUX,392,1275.36,dealer,3,2017-01-17T00:00:00
svc_443a969f331e,ves_f7cad92274a5,2023-08-01,inspection,HULL,333,577.21,dealer,2,2023-08-01T00:00:00
svc_33be60cdac19,ves_f7cad92274a5,2024-04-15,oil_change,ENGINE,726,561.78,unknown,1,2024-04-15T00:00:00
svc_a6c507d14e95,ves_f7cad92274a5,2026-08-13,oil_change,ENGINE,595,449.37,owner,2,2026-08-13T00:00:00
svc_f87d28f2d5b4,ves_f7cad92274a5,2026-08-23,oil_change,ENGINE,759,335.85,dealer,3,2026-08-23T00:00:00
svc_159c87bd2d2b,ves_f7cad92274a5,2020-03-12,battery_replace,ELECTRICAL,376,386.3,yard,0,2020-03-12T00:00:00
svc_484a41cb546a,ves_f11f3bc4e04b,2014-06-10,impeller_change,ENGINE,4526,658.91,unknown,3,2014-06-10T00:00:00
svc_cd1bc7fb260f,ves_f11f3bc4e04b,2022-07-16,bottom_paint,HULL,2841,1116.78,yard,3,2022-07-16T00:00:00
svc_8068b8c6819f,ves_f11f3bc4e04b,2017-09-05,bottom_paint,HULL,3689,902.76,dealer,2,2017-09-05T00:00:00
svc_e4d46ecafd6f,ves_f11f3bc4e04b,2013-09-21,bottom_paint,HULL,1133,950.03,unknown,3,2013-09-21T00:00:00
svc_e193f333193e,ves_f11f3bc4e04b,2019-05-22,bottom_paint,HULL,4085,1218.96,dealer,1,2019-05-22T00:00:00
svc_ab587764ab7f,ves_f11f3bc4e04b,2019-11-25,oil_change,ENGINE,577,618.73,yard,1,2019-11-25T00:00:00
svc_918b5dfc2dad,ves_f11f3bc4e04b,2006-08-20,oil_change,ENGINE,2481,521.19,unknown,3,2006-08-20T00:00:00
svc_3a7ae02b5cb1,ves_f11f3bc4e04b,2015-12-18,winterize,AUX,1374,260.1,owner,3,2015-12-18T00:00:00
svc_c1018a7ab359,ves_f11f3bc4e04b,2022-03-18,impeller_change,ENGINE,2196,509.07,owner,1,2022-03-18T00:00:00
svc_aa5518cf24fd,ves_f11f3bc4e04b,2026-10-04,bottom_paint,HULL,2367,878.16,yard,0,2026-10-04T00:00:00
svc_8b90f5a74231,ves_f11f3bc4e04b,2005-12-08,inspection,HULL,1909,737.85,dealer,0,2005-12-08T00:00:00
svc_170af7e683ab,ves_f11f3bc4e04b,2005-11-18,bottom_paint,HULL,3515,818.0,dealer,2,2005-11-18T00:00:00
svc_e8c2db78637e,ves_f11f3bc4e04b,2017-01-18,oil_change,ENGINE,3318,559.67,yard,0,2017-01-18T00:00:00
svc_99192013ed26,ves_f11f3bc4e04b,2018-02-13,impeller_change,ENGINE,696,391.34,yard,3,2018-02-13T00:00:00
svc_75ee4d79e36f,ves_f11f3bc4e04b,2025-11-25,winterize,AUX,2369,825.91,dealer,3,2025-11-25T00:00:00
svc_a33970784577,ves_c8d2652b7774,2010-01-25,inspection,HULL,2296,529.85,unknown,2,2010-01-25T00:00:00
svc_ef4c1a1831f2,ves_c8d2652b7774,2005-12-16,oil_change,ENGINE,2689,575.46,dealer,1,2005-12-16T00:00:00
svc_70ba5cf21e94,ves_c8d2652b7774,2000-11-05,oil_change,ENGINE,3650,413.07,owner,3,2000-11-05T00:00:00
svc_3afaca6ae542,ves_c8d2652b7774,2025-03-03,oil_change,ENGINE,4671,293.24,dealer,2,2025-03-03T00:00:00
svc_17db8e97db7b,ves_c8d2652b7774,2012-03-10,impeller_change,ENGINE,5810,419.06,unknown,2,2012-03-10T00:00:00
svc_73efa578f3f3,ves_c8d2652b7774,2004-07-06,inspection,HULL,6474,596.89,yard,3,2004-07-06T00:00:00
svc_c1721fd9c32c,ves_c8d2652b7774,2007-02-18,impeller_change,ENGINE,7858,568.64,yard,3,2007-02-18T00:00:00
svc_05f42371b16e,ves_c8d2652b7774,2021-09-25,oil_change,ENGINE,1929,183.82,owner,3,2021-09-25T00:00:00
svc_e1dc7c721c1b,ves_c8d2652b7774,2021-12-03,spring_commission,AUX,5588,432.77,yard,3,2021-12-03T00:00:00
svc_b65adfdac8d5,ves_c8d2652b7774,2016-11-10,spring_commission,AUX,6147,1099.26,owner,0,2016-11-10T00:00:00
svc_62b449903067,ves_c8d2652b7774,2013-08-15,oil_change,ENGINE,8103,219.08,yard,2,2013-08-15T00:00:00
svc_32520cbac235,ves_c8d2652b7774,2021-10-21,inspection,HULL,3323,792.71,unknown,1,2021-10-21T00:00:00
svc_c80b78aa2517,ves_bd5c4d35e342,2025-11-15,impeller_change,ENGINE,917,600.51,yard,2,2025-11-15T00:00:00
svc_cc65726c9b50,ves_bd5c4d35e342,2008-10-03,impeller_change,ENGINE,448,363.4,yard,1,2008-10-03T00:00:00
svc_826269ba173e,ves_bd5c4d35e342,2024-12-11,winterize,AUX,687,1412.11,yard,3,2024-12-11T00:00:00
svc_086795fee515,ves_bd5c4d35e342,2010-11-23,spring_commission,AUX,891,687.8,yard,1,2010-11-23T00:00:00
svc_81c25f386704,ves_bd5c4d35e342,2014-03-02,impeller_change,ENGINE,962,650.15,yard,1,2014-03-02T00:00:00
svc_a89aaf89efbe,ves_bd5c4d35e342,2021-06-13,impeller_change,ENGINE,374,646.61,yard,1,2021-06-13T00:00:00
svc_6b51e3f73ea4,ves_bd5c4d35e342,2012-08-07,winterize,AUX,302,934.49,dealer,1,2012-08-07T00:00:00
svc_cfef5d0ff972,ves_e47f124d7ff8,2025-08-01,impeller_change,ENGINE,254,523.54,dealer,2,2025-08-01T00:00:00
svc_9651f901e31f,ves_e47f124d7ff8,2013-07-15,impeller_change,ENGINE,898,230.41,dealer,0,2013-07-15T00:00:00
svc_30ab73a743ad,ves_e47f124d7ff8,2011-05-11,winterize,AUX,333,738.76,yard,2,2011-05-11T00:00:00
svc_4e2d6244de85,ves_8aee8ef8cb22,2001-06-08,oil_change,ENGINE,378,317.13,unknown,1,2001-06-08T00:00:00
svc_10a842b4be51,ves_8aee8ef8cb22,2018-05-04,spring_commission,AUX,208,373.99,owner,2,2018-05-04T00:00:00
svc_e648b3301700,ves_8aee8ef8cb22,2001-05-08,oil_change,ENGINE,493,435.35,yard,1,2001-05-08T00:00:00
svc_28f426451725,ves_8aee8ef8cb22,2020-07-06,oil_change,ENGINE,119,399.74,unknown,3,2020-07-06T00:00:00
svc_99b5342828a5,ves_f8d2f4091db3,2026-12-06,impeller_change,ENGINE,52,399.1,yard,2,2026-12-06T00:00:00
svc_89b2d1f490be,ves_f8d2f4091db3,2022-03-16,bottom_paint,HULL,149,822.29,dealer,0,2022-03-16T00:00:00
svc_d79152679550,ves_d1daebb5648f,2020-06-04,impeller_change,ENGINE,64,671.63,dealer,3,2020-06-04T00:00:00
svc_3da6413ff62e,ves_d1daebb5648f,2025-04-10,bottom_paint,HULL,77,1191.16,dealer,2,2025-04-10T00:00:00
svc_7227970ab433,ves_2d7da97ab609,2005-04-24,oil_change,ENGINE,636,227.83,owner,1,2005-04-24T00:00:00
svc_0b02c52305f7,ves_2d7da97ab609,2003-09-07,spring_commission,AUX,1039,789.87,yard,2,2003-09-07T00:00:00
svc_0a3b57861e72,ves_2d7da97ab609,2019-10-08,spring_commission,AUX,1467,1015.68,yard,0,2019-10-08T00:00:00
svc_09f0bc6183a7,ves_2d7da97ab609,2017-06-28,winterize,AUX,852,698.45,unknown,2,2017-06-28T00:00:00
svc_532817f07373,ves_2d7da97ab609,2011-06-07,inspection,HULL,458,343.15,dealer,3,2011-06-07T00:00:00
svc_e0340e6fb75c,ves_2d7da97ab609,2000-02-02,impeller_change,ENGINE,816,289.82,dealer,1,2000-02-02T00:00:00
svc_349a9661f004,ves_547b6c4e0b80,2023-03-05,winterize,AUX,767,1204.67,dealer,3,2023-03-05T00:00:00
svc_cf0afc7b91bd,ves_547b6c4e0b80,2015-03-08,oil_change,ENGINE,762,473.44,dealer,1,2015-03-08T00:00:00
svc_158a6691280d,ves_547b6c4e0b80,2026-04-17,oil_change,ENGINE,338,582.54,dealer,2,2026-04-17T00:00:00
svc_ea21faf2c84a,ves_385bc725562f,2026-08-04,battery_replace,ELECTRICAL,1439,585.18,dealer,1,2026-08-04T00:00:00
svc_4f4e197a562a,ves_385bc725562f,2009-09-09,oil_change,ENGINE,4240,374.0,dealer,2,2009-09-09T00:00:00
svc_a6da63d68df1,ves_385bc725562f,2024-03-09,winterize,AUX,3777,1160.44,yard,1,2024-03-09T00:00:00
svc_c711c6817d0b,ves_385bc725562f,2011-03-20,oil_change,ENGINE,3625,619.13,yard,3,2011-03-20T00:00:00
svc_05f1e6f1ec9c,ves_385bc725562f,2022-06-23,oil_change,ENGINE,3345,214.68,owner,0,2022-06-23T00:00:00
svc_2cd6bdb94652,ves_385bc725562f,2013-09-15,inspection,HULL,3118,627.06,yard,3,2013-09-15T00:00:00
svc_4669792c9998,ves_385bc725562f,2005-07-03,oil_change,ENGINE,3736,216.03,yard,2,2005-07-03T00:00:00
svc_0a159f3768a4,ves_385bc725562f,2022-09-09,oil_change,ENGINE,1650,458.85,owner,3,2022-09-09T00:00:00
svc_0a5bece5ff9e,ves_fbc1a06730d2,2007-01-27,battery_replace,ELECTRICAL,4467,359.42,owner,2,2007-01-27T00:00:00
svc_36135950d652,ves_fbc1a06730d2,2006-09-05,oil_change,ENGINE,3422,586.93,yard,2,2006-09-05T00:00:00
svc_7f0683f5cde0,ves_fbc1a06730d2,2022-11-26,oil_change,ENGINE,3250,402.7,owner,3,2022-11-26T00:00:00
svc_35342e5cf91e,ves_fbc1a06730d2,2018-03-08,winterize,AUX,1539,1602.83,yard,2,2018-03-08T00:00:00
svc_95f6f70501f7,ves_fbc1a06730d2,2013-04-26,oil_change,ENGINE,2643,531.95,yard,1,2013-04-26T00:00:00
svc_a5e3933c1c67,ves_e806f4e0fa91,2020-01-17,spring_commission,AUX,484,1445.81,unknown,1,2020-01-17T00:00:00
svc_1f66e1b0ddd9,ves_e806f4e0fa91,2002-03-17,spring_commission,AUX,541,1382.23,yard,2,2002-03-17T00:00:00
svc_c930d23c4b75,ves_e806f4e0fa91,2014-11-21,battery_replace,ELECTRICAL,545,544.86,dealer,1,2014-11-21T00:00:00
svc_c21522a08caf,ves_54458efe980a,2026-03-11,impeller_change,ENGINE,28,345.95,yard,2,2026-03-11T00:00:00
svc_06e08776060f,ves_54458efe980a,2023-10-13,oil_change,ENGINE,37,421.04,dealer,3,2023-10-13T00:00:00
svc_64f053f3ce54,ves_8102e8898ee0,2026-03-01,spring_commission,AUX,6,921.37,yard,1,2026-03-01T00:00:00
svc_42f3305a6c25,ves_f5616daf3de4,2015-06-09,bottom_paint,HULL,1366,506.11,unknown,1,2015-06-09T00:00:00
svc_c92c026ed45e,ves_f5616daf3de4,2021-04-08,oil_change,ENGINE,1272,370.2,dealer,3,2021-04-08T00:00:00
svc_06f3f9ff5110,ves_f5616daf3de4,2008-09-24,bottom_paint,HULL,1128,523.81,dealer,1,2008-09-24T00:00:00
svc_855172aaf719,ves_14710dc49c31,2002-10-19,battery_replace,ELECTRICAL,1210,923.07,dealer,2,2002-10-19T00:00:00
svc_8497c8864795,ves_14710dc49c31,2001-03-02,oil_change,ENGINE,652,313.38,unknown,3,2001-03-02T00:00:00
svc_db857a058df3,ves_14710dc49c31,2019-12-09,battery_replace,ELECTRICAL,1188,263.47,dealer,1,2019-12-09T00:00:00
svc_fb328a4f3b2b,ves_14710dc49c31,2012-02-06,bottom_paint,HULL,378,894.67,owner,3,2012-02-06T00:00:00
svc_e12d9862021a,ves_14710dc49c31,2001-01-08,impeller_change,ENGINE,680,522.38,yard,2,2001-01-08T00:00:00
svc_ce1b59e92f3e,ves_26cde3be3dbc,2003-08-23,spring_commission,AUX,674,1449.74,unknown,3,2003-08-23T00:00:00
svc_1e933a6ca5f1,ves_26cde3be3dbc,2022-11-06,battery_replace,ELECTRICAL,718,1006.81,dealer,3,2022-11-06T00:00:00
svc_58c3e45f425c,ves_26cde3be3dbc,2019-05-16,impeller_change,ENGINE,992,221.18,owner,0,2019-05-16T00:00:00
svc_758cd8381337,ves_26cde3be3dbc,2022-01-06,oil_change,ENGINE,413,385.22,yard,1,2022-01-06T00:00:00
svc_964f0c866df0,ves_26cde3be3dbc,2001-08-14,bottom_paint,HULL,121,1038.92,dealer,1,2001-08-14T00:00:00
svc_91eb69aada64,ves_26cde3be3dbc,2021-08-03,battery_replace,ELECTRICAL,925,637.86,owner,3,2021-08-03T00:00:00
svc_611cdcaf538e,ves_26cde3be3dbc,2006-10-26,bottom_paint,HULL,813,995.61,dealer,0,2006-10-26T00:00:00
svc_39d662ceb0fd,ves_26cde3be3dbc,2008-11-13,winterize,AUX,387,1362.95,yard,1,2008-11-13T00:00:00
svc_434f3c356db5,ves_26cde3be3dbc,2015-06-02,winterize,AUX,982,1534.29,dealer,1,2015-06-02T00:00:00
svc_61b892a847db,ves_26cde3be3dbc,2004-05-06,spring_commission,AUX,129,954.59,yard,2,2004-05-06T00:00:00
svc_33efe60688f0,ves_26cde3be3dbc,2024-07-01,battery_replace,ELECTRICAL,878,489.43,yard,2,2024-07-01T00:00:00
svc_4055f1894fb4,ves_26cde3be3dbc,2025-07-09,inspection,HULL,246,786.4,owner,3,2025-07-09T00:00:00
svc_c3e9e979b62c,ves_050dc0aaf93c,2024-05-19,oil_change,ENGINE,483,254.83,yard,1,2024-05-19T00:00:00
svc_cabd01ab4711,ves_d8c673b9eb2d,2015-09-10,spring_commission,AUX,480,1080.7,yard,2,2015-09-10T00:00:00
svc_01f658031b2c,ves_d8c673b9eb2d,2015-10-09,impeller_change,ENGINE,476,528.0,dealer,1,2015-10-09T00:00:00
svc_08c71d3a23c9,ves_d8c673b9eb2d,2026-02-27,battery_replace,ELECTRICAL,584,1075.66,dealer,3,2026-02-27T00:00:00
svc_c514c07eaaf8,ves_def92f05771b,2025-07-12,inspection,HULL,91,885.06,yard,3,2025-07-12T00:00:00
svc_db9ffbd90ade,ves_def92f05771b,2026-02-12,oil_change,ENGINE,249,213.01,unknown,0,2026-02-12T00:00:00
svc_d8d7bf3bbe4a,ves_def92f05771b,2026-12-02,winterize,AUX,45,1687.99,owner,3,2026-12-02T00:00:00
svc_50485e104ad3,ves_92cfd714a430,2019-11-03,oil_change,ENGINE,325,389.47,dealer,1,2019-11-03T00:00:00
svc_a68567f91e94,ves_92cfd714a430,2009-06-25,oil_change,ENGINE,61,351.79,dealer,3,2009-06-25T00:00:00
svc_8a02dbeda68a,ves_92cfd714a430,2011-08-21,oil_change,ENGINE,111,244.82,yard,2,2011-08-21T00:00:00
svc_409f606b25d5,ves_92cfd714a430,2025-08-01,inspection,HULL,140,197.73,dealer,2,2025-08-01T00:00:00
svc_79312b6033bd,ves_92cfd714a430,2011-08-21,oil_change,ENGINE,291,330.89,unknown,3,2011-08-21T00:00:00
