comp_id,comp_source,comp_type,make,model,year_built,loa_ft,propulsion_type,engine_hours,region_market,condition_grade,list_price,sold_price,days_on_market,sale_date,equipment_flags,notes
comp_187086d9f3a0,brokerage,sold,Sea Ray,SPX 190,1996,33.14,sterndrive,6447,Pacific Coast,fair,42726.17,36651.3,12,2026-08-25,[],
comp_d6628e68b7d1,brokerage,sold,Tracker,Grizzly 1860,1994,20.3,inboard,1238,Gulf Coast,good,9203.3,8574.38,123,2024-07-19,[],
comp_1c8c4a1e77fa,brokerage,sold,Chaparral,21 SSI,1967,20.31,outboard,4320,Maritimes,good,4801.95,4603.98,40,2026-06-22,"[""solar"", ""autopilot""]",
comp_ea06e8a9fc2d,brokerage,listing,Bayliner,Ciera 8,1996,22.82,sterndrive,2269,Atlantic Coast,fair,9562.94,,74,2023-12-24,"[""solar"", ""joystick"", ""AIS""]",
comp_ce8674e30d1f,marketplace,sold,Sun Tracker,Party Barge 22 DLX,1999,17.54,outboard,972,Atlantic Coast,good,6577.33,5782.41,25,2025-12-02,"[""AIS"", ""solar""]",
comp_8ed8e04f349d,marketplace,sold,Lund,1975 Impact,1991,26.0,outboard,1267,Maritimes,fair,9283.1,7933.26,33,2025-05-25,"[""generator"", ""radar"", ""solar""]",
comp_3cecea353643,marketplace,sold,Regal,LS4,1992,19.91,sterndrive,2309,Gulf Coast,fair,7068.16,6566.55,39,2024-06-17,[],
comp_5708c376a931,brokerage,sold,Bennington,22 SSB,2020,18.64,outboard,898,Great Lakes,good,19589.98,17908.48,13,2026-11-24,"[""radar""]",
comp_2f2ebf8ccff8,internal_sales,sold,Lund,1650 Angler,2020,22.38,outboard,382,Maritimes,very_good,33171.03,29515.72,171,2026-01-27,"[""trailer"", ""generator""]",
comp_9ccfd300d27b,internal_sales,listing,Alumacraft Pro,Trophy 195,2010,30.02,jet,9908,Maritimes,poor,32152.39,,80,2025-05-21,"[""radar"", ""generator"", ""joystick""]",
comp_3e094106310d,internal_sales,sold,Lund,1875 Pro-V,1973,10.74,inboard,3576,Great Lakes,fair,1924.97,1636.99,67,2024-05-11,[],
comp_8100a2a8d677,marketplace,sold,Catalina,275 Sport,1997,30.94,inboard,1383,Maritimes,good,46038.77,41113.7,125,2024-05-08,"[""solar"", ""generator"", ""autopilot""]",
comp_e6b02d18c1e2,internal_sales,sold,Harris,Solstice 230,1987,26.0,outboard,390,Great Lakes,fair,6184.83,5901.39,13,2026-06-17,"[""radar"", ""autopilot"", ""joystick""]",
comp_d17fe38d9cb9,brokerage,listing,HarborCat,36 Pilot,2024,41.76,jet,204,Great Lakes,good,204230.45,,77,2024-08-14,"[""autopilot"", ""joystick"", ""generator""]",
comp_bee57b9b623f,brokerage,sold,Boston Whaler,170 Montauk,1986,24.54,outboard,1215,Pacific Coast,good,9828.22,8425.32,13,2025-04-08,"[""trailer"", ""autopilot""]",
comp_33dee9619b33,internal_sales,listing,Boston Whaler,170 Montauk,1991,10.59,outboard,2703,Gulf Coast,poor,2547.65,,64,2024-11-05,"[""generator"", ""joystick"", ""solar""]",
comp_cf0a2e5a283a,brokerage,sold,Regal,LS4,2016,20.11,outboard,319,Gulf Coast,fair,14084.9,12223.01,19,2023-10-14,[],
comp_72fd804fefa3,brokerage,listing,Chaparral,21 SSI,2020,20.36,sterndrive,154,Atlantic Coast,excellent,27823.67,,15,2026-08-08,"[""autopilot"", ""AIS""]",
comp_3c04417b40ea,brokerage,sold,Harris,Solstice 230,1987,17.44,outboard,2513,Maritimes,very_good,5328.06,4604.22,39,2025-03-10,"[""autopilot"", ""AIS"", ""trailer""]",
comp_1e1de3b05852,marketplace,sold,Boston Whaler,280 Vantage,2007,13.27,outboard,540,Inland Lakes,poor,5297.91,4855.64,17,2024-03-19,"[""autopilot"", ""generator""]",
comp_1d1ca0dfeb5e,marketplace,sold,Lund,1975 Impact,2018,20.12,outboard,1170,Pacific Coast,good,20409.62,17624.1,4,2025-07-11,"[""trailer""]",
comp_f201d464adbe,marketplace,listing,Sun Tracker,Bass Buggy 18 DLX,2007,22.51,outboard,202,Gulf Coast,very_good,10432.89,,17,2026-07-19,"[""joystick"", ""autopilot"", ""generator""]",
comp_cf1fb1b36084,marketplace,sold,Formula,290 BR,2020,30.73,sterndrive,546,Maritimes,good,108662.12,94892.86,6,2024-01-27,[],
comp_c1a6fe7a6cd5,marketplace,sold,Sea Ray,SPX 190,2016,38.53,inboard,441,Gulf Coast,poor,54592.8,53156.46,26,2024-09-28,"[""solar"", ""trailer"", ""generator""]",
comp_b696e9148526,brokerage,sold,Bennington,20 SVL,1983,18.85,outboard,1523,Pacific Coast,good,4974.33,4427.59,41,2025-03-05,[],
comp_451083c3aa8b,marketplace,sold,Jeanneau,Sun Odyssey 349,1978,17.0,sail_aux,3753,Great Lakes,good,15549.85,14810.93,21,2024-10-03,"[""generator"", ""solar""]",
comp_ad5ad598d7bd,brokerage,sold,Chaparral,23 SSi,2009,24.79,outboard,882,Pacific Coast,good,18007.23,16769.9,14,2025-03-02,"[""generator"", ""radar"", ""joystick""]",
comp_31dc620558ed,marketplace,sold,Sea Ray,SPX 190,1995,33.14,sterndrive,3701,Pacific Coast,fair,44357.95,40294.9,32,2024-06-22,[],
comp_08935491bd38,brokerage,sold,Bayliner,VR5,2023,17.29,outboard,0,Pacific Coast,very_good,26178.83,23358.24,59,2023-03-17,"[""AIS"", ""joystick"", ""solar""]",
comp_b6609440dda5,marketplace,sold,Sea Ray,SPX 190,2012,16.0,sterndrive,483,Pacific Coast,very_good,14284.07,13353.83,81,2024-02-25,"[""generator""]",
comp_ffc9be597b32,marketplace,sold,Harris,Cruiser 210,2022,20.98,outboard,58,Gulf Coast,good,19410.85,16975.41,28,2026-11-22,"[""radar""]",
comp_51f4808b288a,internal_sales,sold,Formula,350 CBR,2000,35.86,sterndrive,2819,Great Lakes,very_good,89525.29,78233.65,25,2025-07-20,"[""solar""]",
comp_7ce8cb998916,brokerage,listing,Sea-Doo,GTI 130,2024,11.6,jet,0,Maritimes,good,11000.19,,43,2023-10-14,"[""radar""]",
comp_43748a7a77b2,brokerage,sold,Carver,C40 Command Bridge,2008,42.48,sterndrive,2649,Atlantic Coast,very_good,102896.43,99591.3,51,2023-01-17,"[""AIS""]",
comp_80b42caa9aec,marketplace,sold,Boston Whaler,280 Vantage,1973,22.1,inboard,10343,Atlantic Coast,fair,5338.3,4770.74,21,2024-01-19,"[""joystick""]",
comp_236950e3824c,brokerage,listing,HarborCat,36 Pilot,2005,44.1,inboard,3386,Pacific Coast,very_good,75203.29,,66,2023-09-14,"[""autopilot"", ""trailer"", ""solar""]",
comp_9fddadf55947,marketplace,sold,Carver,C34 Coupe,2009,29.73,sterndrive,3764,Pacific Coast,good,68101.65,65657.46,19,2023-12-11,"[""trailer"", ""generator"", ""joystick""]",
comp_f77d93639fca,marketplace,sold,Chaparral,21 SSI,2012,24.42,sterndrive,1388,Atlantic Coast,very_good,22430.41,19492.73,18,2026-02-01,"[""autopilot"", ""radar""]",
comp_eade0ccc2516,brokerage,sold,Boston Whaler,230 Outrage,2007,27.75,outboard,1391,Gulf Coast,very_good,25281.35,21838.07,309,2023-09-21,"[""radar"", ""generator""]",
comp_ca492fa365c4,internal_sales,sold,Regal,28 Express,1994,18.22,sterndrive,776,Pacific Coast,good,9169.95,7974.62,21,2026-09-05,"[""radar"", ""joystick"", ""solar""]",
comp_0227fbdd31b0,brokerage,sold,Sun Tracker,Bass Buggy 18 DLX,2022,21.3,outboard,131,Pacific Coast,very_good,25570.8,23171.81,42,2024-06-25,"[""joystick"", ""radar"", ""autopilot""]",
comp_eaa14c563e9a,brokerage,sold,Bayliner,DX2000,2008,19.2,outboard,1545,Inland Lakes,good,12611.79,11795.66,31,2023-12-06,[],
comp_be9e42cd7b98,brokerage,sold,Harris,Solstice 230,1967,23.28,outboard,1101,Great Lakes,very_good,4610.78,4137.71,62,2025-11-22,"[""solar"", ""trailer"", ""AIS""]",
comp_6575c083dbc7,marketplace,sold,Bayliner,Ciera 8,1972,25.11,sterndrive,6706,Maritimes,good,6295.36,5444.13,231,2023-07-24,"[""AIS""]",
comp_39672eddcab7,internal_sales,sold,Chaparral,280 OSX,2000,25.8,outboard,1222,Great Lakes,good,16816.72,15638.71,150,2023-07-16,"[""solar""]",
comp_d823418de244,internal_sales,sold,Beneteau,First 27,2004,30.71,sail_aux,1120,Atlantic Coast,very_good,69563.55,67192.48,241,2026-01-10,"[""joystick"", ""trailer""]",
comp_c00441fd69ce,marketplace,sold,Boston Whaler,280 Vantage,1981,21.93,inboard,1795,Gulf Coast,good,8639.76,7943.39,90,2025-02-07,[],
comp_a46760b3c89d,brokerage,sold,Bayliner,Ciera 8,1983,24.7,outboard,2870,Maritimes,good,8074.81,7215.31,67,2023-09-28,"[""radar""]",
comp_bc1e655dd592,marketplace,sold,Boston Whaler,170 Montauk,2019,28.3,inboard,1071,Inland Lakes,good,41513.16,37642.38,18,2026-02-11,"[""joystick"", ""generator""]",
comp_e1b3cdab6ae4,marketplace,sold,Tracker,Grizzly 1860,1995,24.11,outboard,1440,Pacific Coast,fair,8719.35,8344.58,28,2026-04-01,"[""solar""]",
comp_f478cade462f,brokerage,sold,Jeanneau,Sun Odyssey 349,2008,22.3,inboard,300,Gulf Coast,poor,21748.08,20340.73,19,2025-07-02,[],
comp_56218bc4a0ad,marketplace,sold,Boston Whaler,280 Vantage,1969,26.0,outboard,7473,Atlantic Coast,fair,6171.41,5196.01,117,2023-03-25,"[""generator"", ""joystick"", ""radar""]",
comp_ca1c99d5ee63,marketplace,sold,HarborCat,36 Pilot,2007,30.87,inboard,7521,Maritimes,very_good,54830.42,47061.01,24,2026-06-11,"[""autopilot""]",
comp_30a371a89782,marketplace,listing,Yamaha WaveRunner,VX Cruiser,2007,12.44,jet,435,Gulf Coast,very_good,3436.31,,49,2025-06-09,"[""generator"", ""joystick""]",
comp_f4024a97aed8,marketplace,sold,Hunter,36,1989,27.0,sail_aux,3596,Maritimes,excellent,40996.01,39907.64,34,2024-06-20,"[""trailer"", ""joystick"", ""solar""]",
comp_d55781bc62e1,marketplace,sold,Yamaha WaveRunner,FX HO,1986,11.61,jet,226,Great Lakes,fair,1015.21,962.78,103,2026-11-08,"[""autopilot""]",
comp_43c71c3e85f9,internal_sales,sold,Tracker,Grizzly 1860,1966,21.63,outboard,8443,Maritimes,fair,3679.7,3478.88,37,2026-09-05,"[""AIS"", ""joystick"", ""trailer""]",
comp_cb53ccafc2dc,marketplace,sold,Formula,350 CBR,2010,48.44,sterndrive,2202,Pacific Coast,very_good,156902.74,135492.1,20,2024-08-08,[],
comp_51805341d571,marketplace,listing,Regal,28 Express,2016,26.0,sterndrive,391,Pacific Coast,good,23382.35,,26,2025-02-27,"[""generator""]",
comp_460e9547e590,marketplace,listing,Carver,C34 Coupe,1976,40.56,sterndrive,4139,Pacific Coast,poor,24394.83,,29,2024-12-02,"[""AIS"", ""trailer""]",
comp_537cfbc3ca16,brokerage,listing,Bennington,24 LXSB,2003,26.0,outboard,3015,Maritimes,fair,10850.8,,23,2023-06-14,"[""joystick""]",
comp_186b5cdcac52,brokerage,listing,Sea Ray,Sundancer 320,2008,27.26,inboard,1014,Maritimes,fair,42578.04,,27,2023-08-26,[],
comp_2f8f0ea936d2,marketplace,sold,HarborCat,36 Pilot,1995,20.25,inboard,16517,Great Lakes,excellent,22005.24,19355.82,27,2025-12-20,"[""autopilot""]",
comp_4d2c8851c6f1,marketplace,sold,Tracker,Targa V-18,2001,15.1,outboard,1500,Gulf Coast,fair,5997.34,5702.91,41,2023-02-13,[],
comp_74658d824db0,marketplace,sold,Tracker,Grizzly 1860,1993,19.05,outboard,2570,Inland Lakes,good,7513.47,7054.2,27,2026-01-03,"[""generator""]",
comp_7afe978a78a1,internal_sales,sold,Bayliner,Ciera 8,1971,25.11,sterndrive,4958,Maritimes,very_good,6354.05,5542.69,68,2026-07-14,[],
comp_8d3bc532b129,brokerage,sold,Alumacraft Pro,Trophy 195,2021,18.84,inboard,2300,Maritimes,fair,38258.22,32516.39,23,2023-06-01,"[""generator"", ""solar"", ""AIS""]",
comp_1e4ce9b9f663,brokerage,sold,Regal,28 Express,2026,26.0,outboard,77,Pacific Coast,fair,58124.14,56653.31,47,2024-05-13,"[""radar"", ""trailer"", ""AIS""]",
comp_db1129d0f754,marketplace,listing,Sea Ray,Sundancer 320,2020,16.29,sterndrive,435,Atlantic Coast,very_good,22710.31,,45,2024-02-18,"[""generator"", ""autopilot"", ""joystick""]",
comp_99fed36b3574,marketplace,listing,Bayliner,DX2000,2001,22.17,sterndrive,2109,Great Lakes,fair,9522.0,,32,2025-07-26,"[""AIS""]",
comp_476c41550b45,marketplace,sold,Bayliner,Element M17,1968,20.55,sterndrive,3604,Inland Lakes,fair,3574.39,3322.98,29,2025-02-09,[],
comp_d046ee945691,brokerage,sold,Grady-White,336 Canyon,2000,12.66,outboard,1961,Atlantic Coast,very_good,6237.05,5996.8,25,2023-03-03,"[""solar""]",
comp_cb7b84ba64d3,marketplace,sold,Formula,350 CBR,2015,33.91,inboard,1016,Maritimes,good,94013.25,80172.42,10,2025-08-04,"[""autopilot""]",
comp_fdcf94563d5f,internal_sales,sold,Sea Ray,Sundancer 320,2018,23.53,outboard,1187,Maritimes,very_good,25701.84,23776.4,48,2023-11-02,"[""trailer""]",
comp_1edef31b5453,internal_sales,sold,Sea Ray,Sundancer 320,2020,22.94,sterndrive,252,Great Lakes,very_good,30120.36,27472.46,26,2025-10-10,"[""solar"", ""joystick"", ""generator""]",
comp_acd175d501a5,marketplace,sold,Regal,LS4,2007,19.92,sterndrive,445,Atlantic Coast,fair,10332.5,9569.82,108,2023-03-10,"[""AIS""]",
comp_6ff7daf02f56,brokerage,listing,Tiara,44 Coupe,2010,29.78,sterndrive,668,Pacific Coast,good,72415.85,,74,2024-12-27,"[""radar"", ""trailer"", ""autopilot""]",
comp_e3a73a1f6085,internal_sales,listing,Chaparral,21 SSI,1975,18.66,sterndrive,5005,Atlantic Coast,excellent,6062.07,,20,2024-06-03,[],
comp_495d0bea4a1b,brokerage,sold,Beneteau,Oceanis 41.1,1991,33.33,inboard,284,Atlantic Coast,good,48898.48,44005.95,99,2023-05-26,[],
comp_8deecc659990,marketplace,listing,Lund,1650 Angler,2018,18.28,outboard,673,Great Lakes,good,18321.3,,31,2024-07-28,"[""generator"", ""joystick""]",
comp_6a2496357d8f,brokerage,sold,Catalina,275 Sport,1996,41.07,inboard,1039,Inland Lakes,very_good,86178.91,80205.07,32,2026-12-20,"[""solar"", ""generator""]",
comp_340c4a473080,internal_sales,sold,SafeBoat,33 Full Cabin,2019,19.41,outboard,934,Great Lakes,fair,39711.87,37994.65,21,2024-09-21,[],
comp_a121d2909549,marketplace,sold,Sun Tracker,Bass Buggy 18 DLX,1982,22.11,outboard,1969,Inland Lakes,very_good,6094.32,5511.86,25,2026-03-17,[],
comp_5c06cea9561e,brokerage,sold,Regal,26 XO,2022,14.5,outboard,549,Great Lakes,excellent,24189.13,23601.41,27,2025-03-15,"[""solar""]",
comp_c04417dcea1d,brokerage,sold,Sea-Doo,GTI 130,2000,10.93,jet,695,Maritimes,good,2346.77,2178.16,15,2026-04-12,"[""generator"", ""AIS"", ""radar""]",
comp_c5891e44d3d9,brokerage,sold,Bayliner,VR5,2019,14.76,sterndrive,252,Gulf Coast,good,13527.26,12426.96,93,2026-02-12,"[""joystick"", ""radar""]",
comp_cb2b0530c361,brokerage,listing,HarborCat,26 WB,2019,36.89,inboard,1891,Inland Lakes,very_good,131642.69,,43,2023-11-20,"[""joystick"", ""autopilot""]",
comp_2c75aaaafa09,marketplace,sold,Harris,Cruiser 210,2009,22.72,outboard,1076,Gulf Coast,good,12832.88,11647.75,109,2026-07-17,"[""AIS""]",
comp_81be5642c477,internal_sales,sold,Bayliner,Element M17,2002,13.93,outboard,1683,Maritimes,poor,3624.46,3211.62,24,2024-11-27,"[""generator""]",
comp_18e3096a47cd,brokerage,sold,Boston Whaler,170 Montauk,2026,19.66,outboard,45,Gulf Coast,good,60291.38,56957.05,66,2023-08-17,[],
comp_b32e3fec7e41,marketplace,sold,Beneteau,Oceanis 41.1,1999,37.86,sail_aux,1281,Maritimes,fair,57898.34,56079.23,28,2026-05-16,[],
comp_8efe01dde479,internal_sales,sold,Formula,290 BR,1982,23.42,sterndrive,12371,Maritimes,fair,22141.55,18849.15,55,2024-11-16,"[""solar""]",
comp_e2c83cd3e363,brokerage,listing,Sea Ray,SPX 190,2017,42.47,sterndrive,1513,Gulf Coast,very_good,137790.2,,55,2026-03-25,"[""AIS""]",
comp_c13430dc6d56,internal_sales,sold,Sea Ray,Sundancer 320,2000,23.6,sterndrive,2178,Pacific Coast,good,33109.43,29048.19,110,2023-12-12,"[""solar""]",
comp_7f4d1890985b,brokerage,listing,Grady-White,191 CE,2003,19.85,inboard,1327,Gulf Coast,fair,10074.28,,41,2025-10-24,[],
comp_4eeec29a9d62,brokerage,sold,Sun Tracker,Party Barge 22 DLX,1999,19.18,outboard,1231,Gulf Coast,good,6381.05,5678.36,42,2024-10-27,"[""generator""]",
comp_e41165df2dc7,internal_sales,sold,Chaparral,23 SSi,2012,22.13,sterndrive,991,Great Lakes,good,19684.87,16610.61,9,2023-03-05,"[""AIS"", ""generator"", ""solar""]",
comp_c73079f7e993,marketplace,listing,Carver,C40 Command Bridge,2012,38.04,inboard,1211,Great Lakes,good,109626.4,,29,2025-09-23,"[""trailer""]",
comp_f6edcde57c1b,marketplace,sold,Bayliner,Element M17,2002,20.6,outboard,2738,Maritimes,poor,6191.76,5736.58,12,2026-09-25,"[""radar"", ""joystick"", ""trailer""]",
comp_69151bd3dc21,brokerage,sold,Chaparral,23 SSi,2026,23.5,sterndrive,0,Inland Lakes,fair,54051.66,47627.07,20,2026-06-23,"[""generator"", ""joystick""]",
comp_4fb6e397e4a6,marketplace,sold,Harris,Solstice 230,2026,19.86,outboard,0,Maritimes,fair,25005.34,22493.92,73,2024-02-18,"[""joystick"", ""generator"", ""trailer""]",
comp_30855b40cbc1,brokerage,sold,Jeanneau,Sun Odyssey 349,2004,36.77,sail_aux,490,Gulf Coast,fair,64964.99,55365.11,98,2024-05-11,"[""trailer"", ""solar""]",
comp_7c526566119a,marketplace,sold,Tiara,44 Coupe,2005,39.94,sterndrive,1863,Inland Lakes,good,89428.89,79808.89,66,2026-01-14,[],
comp_31e11e331cfb,internal_sales,sold,Regal,26 XO,2008,14.73,outboard,1000,Pacific Coast,good,8549.76,7367.91,32,2025-04-17,"[""generator"", ""radar"", ""autopilot""]",
comp_7f811cd6b14b,brokerage,sold,Regal,LS4,1982,18.06,sterndrive,7408,Maritimes,excellent,6500.37,5629.38,25,2024-03-24,"[""trailer"", ""radar""]",
comp_7a47e973191e,marketplace,listing,Regal,28 Express,2016,19.28,outboard,346,Maritimes,poor,10198.38,,27,2023-05-28,"[""trailer""]",
comp_a63cc47dd972,brokerage,sold,Sun Tracker,Party Barge 22 DLX,1982,27.11,outboard,1353,Great Lakes,good,7206.02,6544.3,55,2023-09-14,"[""trailer""]",
comp_03205cbf7f19,marketplace,sold,Harris,Solstice 230,2009,19.44,outboard,496,Great Lakes,very_good,10795.72,9219.51,64,2026-02-13,"[""trailer""]",
comp_6a9122cf45d6,marketplace,sold,Harris,Solstice 230,1982,17.44,outboard,2706,Maritimes,fair,2748.25,2350.1,18,2024-01-07,[],
comp_f27953482eec,brokerage,sold,Harris,Solstice 230,1990,21.51,outboard,1023,Inland Lakes,good,7187.75,6672.27,49,2026-07-20,"[""solar""]",
comp_cf0de733e12b,internal_sales,sold,Hunter,36,2009,27.19,sail_aux,210,Maritimes,poor,29505.08,28901.36,12,2023-08-12,[],
comp_5c8fa46e1592,brokerage,listing,Tracker,Grizzly 1860,1984,26.0,inboard,4450,Great Lakes,good,10704.53,,64,2026-02-09,"[""autopilot"", ""radar"", ""generator""]",
comp_e68f0cc5dd27,marketplace,sold,Sea Ray,Sundancer 320,2021,30.82,sterndrive,335,Atlantic Coast,poor,63454.91,60210.44,38,2024-04-21,"[""AIS"", ""autopilot""]",
comp_4fe4a0942115,internal_sales,listing,Boston Whaler,170 Montauk,2024,23.89,inboard,0,Gulf Coast,fair,40577.52,,15,2026-04-01,[],
comp_7aa7bc5cf7a7,marketplace,sold,Chaparral,21 SSI,1977,25.27,sterndrive,716,Gulf Coast,fair,5811.98,5504.69,17,2024-08-19,[],
comp_f79dbe5a4b37,brokerage,sold,Sun Tracker,Party Barge 22 DLX,2026,26.0,outboard,0,Pacific Coast,very_good,53350.4,46319.73,43,2025-03-10,[],
comp_f2fc2550a0ed,marketplace,sold,Parker,2320 Sport Cabin,2020,15.78,jet,1946,Great Lakes,fair,27060.58,22805.21,27,2026-05-07,"[""AIS"", ""trailer""]",
comp_d64bd47577f2,marketplace,sold,Formula,350 CBR,2018,36.47,sterndrive,637,Maritimes,good,134875.59,128331.51,36,2023-07-18,[],
comp_ee6e1a6e695f,brokerage,listing,Lund,1875 Pro-V,2004,12.93,inboard,801,Maritimes,good,7711.75,,139,2026-04-12,[],
comp_b2a9f669fe44,brokerage,sold,Regal,LS4,2003,26.0,outboard,2215,Maritimes,very_good,21420.58,18819.17,56,2026-02-03,"[""generator""]",
comp_7e52195f8e18,brokerage,sold,Sea Ray,Sundancer 320,2003,15.83,sterndrive,596,Gulf Coast,poor,5204.49,4766.94,154,2024-10-07,"[""radar""]",
comp_c66802284770,marketplace,listing,Regal,28 Express,2009,17.82,outboard,1282,Maritimes,very_good,13147.23,,29,2024-03-02,"[""solar"", ""trailer""]",
comp_38f451436193,brokerage,sold,Sun Tracker,Party Barge 22 DLX,2026,26.0,outboard,0,Pacific Coast,excellent,58513.22,52481.19,34,2026-09-13,"[""trailer""]",
comp_d5a258894208,marketplace,sold,Grady-White,336 Canyon,2023,13.67,inboard,58,Great Lakes,very_good,25114.07,22654.3,98,2023-09-17,"[""joystick""]",
comp_a3528d4ba665,marketplace,sold,Jeanneau,Leader 10.5,2023,33.93,sail_aux,359,Inland Lakes,good,128792.58,119791.34,22,2024-12-08,"[""AIS"", ""generator"", ""radar""]",
comp_ebb6fcd1fe82,marketplace,sold,Bayliner,DX2000,1998,12.29,sterndrive,1227,Great Lakes,fair,4177.48,3961.52,40,2026-08-27,[],
comp_ee18f4b1fb8a,brokerage,sold,Sea Ray,Sundancer 320,2007,21.26,sterndrive,3090,Great Lakes,fair,11060.53,9933.15,136,2023-08-13,[],
comp_d2f9c19b357b,marketplace,sold,Lund,1650 Angler,1977,26.0,inboard,4420,Pacific Coast,good,7902.88,7341.16,49,2025-10-06,[],
comp_41c6ffab4799,marketplace,sold,Hunter,31,2004,28.0,sail_aux,442,Maritimes,very_good,55317.01,48819.29,12,2025-12-14,[],
comp_f7e37ed04c0d,internal_sales,sold,Beneteau,First 27,2025,39.43,inboard,127,Inland Lakes,good,178909.76,165346.24,62,2026-05-14,"[""joystick"", ""AIS""]",
comp_8b23e54bfb5f,internal_sales,sold,Regal,28 Express,1996,23.49,outboard,1167,Gulf Coast,very_good,12256.63,10912.69,61,2025-06-28,"[""AIS""]",
comp_31b464424b49,marketplace,sold,Bayliner,VR5,1965,26.0,sterndrive,4398,Inland Lakes,good,5353.34,5086.73,62,2025-05-16,"[""joystick"", ""autopilot""]",
comp_3a9fde6a5fd7,brokerage,sold,Chaparral,21 SSI,1968,22.28,outboard,1271,Atlantic Coast,good,5196.6,4554.04,45,2025-11-03,"[""radar"", ""trailer""]",
comp_29e2e94b9643,brokerage,listing,Boston Whaler,280 Vantage,2022,19.75,inboard,134,Pacific Coast,good,31618.58,,30,2024-01-08,"[""AIS"", ""generator""]",
comp_4ddace0f1700,marketplace,sold,Beneteau,Oceanis 41.1,2012,33.8,sail_aux,257,Pacific Coast,fair,68492.4,60623.79,16,2023-04-12,"[""solar""]",
comp_3a5620affd2a,brokerage,listing,Jeanneau,Leader 10.5,1968,42.71,inboard,2182,Gulf Coast,excellent,57946.38,,122,2026-02-17,"[""AIS"", ""autopilot"", ""radar""]",
comp_8515012d42d9,brokerage,sold,Regal,26 XO,2021,12.32,sterndrive,42,Pacific Coast,poor,4730.19,3996.03,39,2025-12-11,[],
comp_e80054c51cb6,marketplace,listing,Lund,1650 Angler,1982,26.0,outboard,2542,Great Lakes,very_good,11581.01,,91,2025-07-26,"[""trailer""]",
comp_321a75b7134c,internal_sales,sold,Hunter,36,1986,27.88,inboard,2257,Maritimes,good,30424.73,28919.73,37,2026-11-24,"[""solar""]",
comp_0c31ca65c0c3,internal_sales,sold,Bayliner,Ciera 8,1995,21.4,sterndrive,2839,Pacific Coast,fair,7846.25,6810.85,39,2023-04-14,"[""AIS"", ""autopilot"", ""joystick""]",
comp_db4dfdeb1622,brokerage,listing,Formula,350 CBR,1987,21.17,sterndrive,1512,Pacific Coast,poor,12786.7,,17,2024-04-24,"[""solar""]",
comp_a8fba802ac9a,marketplace,sold,Sea Ray,SPX 190,1991,18.35,sterndrive,2312,Great Lakes,very_good,8829.31,8167.31,45,2023-08-17,"[""radar""]",
comp_9170b50c5412,marketplace,listing,Boston Whaler,230 Outrage,2010,13.93,outboard,1108,Maritimes,very_good,11047.86,,74,2024-04-24,"[""joystick"", ""solar""]",
